sim2sim_base_euler_roll,sim2sim_base_euler_pitch,sim2sim_base_euler_yaw,sim2sim_dof_pos_0,sim2sim_dof_pos_1,sim2sim_dof_pos_2,sim2sim_dof_pos_3,sim2sim_dof_pos_4,sim2sim_dof_pos_5,sim2sim_dof_pos_6,sim2sim_dof_pos_7,sim2sim_dof_pos_8,sim2sim_dof_pos_9,sim2sim_dof_pos_10,sim2sim_dof_pos_11,sim2sim_target_dof_pos_0,sim2sim_target_dof_pos_1,sim2sim_target_dof_pos_2,sim2sim_target_dof_pos_3,sim2sim_target_dof_pos_4,sim2sim_target_dof_pos_5,sim2sim_target_dof_pos_6,sim2sim_target_dof_pos_7,sim2sim_target_dof_pos_8,sim2sim_target_dof_pos_9,sim2sim_target_dof_pos_10,sim2sim_target_dof_pos_11
-1.967283559882326e-05,0.0013089874472836654,0.0004212992369926547,-2.755228315739939e-21,9.535779027475179e-21,-3.040631504251866e-20,-6.059217974425178e-20,-1.6810454603487832e-20,-1.4694366937527292e-21,-1.404110540978484e-20,1.9663017114222505e-20,1.619523750126543e-20,3.217068924235202e-20,1.6810454603487832e-20,-1.7206365914238464e-19,0.04499322548508644,0.09494541585445404,-0.007153198588639498,0.0037863273173570633,-0.15786418318748474,0.14386485517024994,-0.06607195734977722,0.008592002093791962,-0.0017665429040789604,-0.047192491590976715,0.19958308339118958,-0.012601442635059357
-0.009448125173272367,-0.00024528440884857,0.002599947750841782,-0.0025960853707585507,0.011602344947657967,-0.014617713317257464,-0.036432101301791184,-0.0545983350179233,0.021655674722593755,-0.004228139608149065,0.01213572376349396,-0.008325554740857211,-0.005102794080766036,0.039926004940884635,-0.0009594899293196027,-0.0056932359002530575,-0.013911943882703781,0.06358311325311661,-0.042465806007385254,0.04862026125192642,-0.056341007351875305,-0.03439654782414436,-0.03446127846837044,-0.00961605180054903,-0.09188079088926315,-0.0015019997954368591,-0.07424366474151611
-0.02359946120632044,-0.015308929140152281,0.006172160656969786,-0.004717639705729002,0.023717963160643764,0.02043378803113775,-0.007437515614841609,-0.000427021172852737,-0.021956923765632668,-0.006974585145196998,0.027093440810351883,-0.06514611141837912,-0.08100210341972838,-0.03352098261488346,-0.00960764609152405,0.025413384661078453,0.06599545478820801,0.027912156656384468,0.029824741184711456,-0.150898739695549,0.12160635739564896,-0.09190663695335388,0.03671222925186157,-0.0305388905107975,-0.055939920246601105,0.18387646973133087,-0.04435297101736069
-0.02417893107473027,-0.023213358672003727,0.008765948381941998,-0.0066014986861501115,0.02279177117063145,0.03188960539847595,-0.003986071900494308,-0.032970542593093975,0.007979896797857405,-0.02053067901376409,0.028761362419145464,-0.052771963596671294,-0.01942462265429801,0.09651263182594268,-0.018440745882303187,0.04127369448542595,0.029376797378063202,0.05443399026989937,-0.0517282709479332,0.030914306640625,0.028474237769842148,-0.02874099835753441,-0.03637485206127167,-0.04003524035215378,-0.027485840022563934,0.031349651515483856,-0.0664743036031723
-0.024597314161297915,-0.025648814299892953,0.009034961382631995,0.016777511969010315,0.01943625562977938,0.02092794974503441,-0.047537088410678385,-0.007662237999121,0.016123296988035603,-0.03476233684025615,0.028266880013101767,-0.05395165480204158,-0.019117031263162772,0.05879524599116876,-0.05034226809809237,0.020983543246984482,0.15915322303771973,-0.032281193882226944,-0.029181338846683502,-0.021126091480255127,0.1686878204345703,-0.06322341412305832,0.06881113350391388,-0.0455186627805233,0.05877646058797836,0.18865960836410522,0.08167434483766556
-0.025129958066609,-0.020689558507347064,0.008781554017764232,0.016712832162660354,0.02165353973204754,0.007521709134289792,-0.06987693996658657,-0.04688793302703352,0.10211064510013479,-0.058061082291600424,0.028109332832799587,-0.01237751743421541,0.07276386336707383,0.14703444340446092,0.042482732427136106,0.003625622484833002,-0.04482756927609444,0.07226808369159698,-0.141172856092453,0.1425575166940689,-0.03646593168377876,-0.017796695232391357,-0.12530013918876648,0.032449182122945786,0.07053054124116898,0.1306016743183136,-0.13221439719200134
-0.023645536654154035,-0.019702972338390412,0.0073387614232247635,0.019940109324009466,0.0240523152632937,0.001217996755454789,-0.09377193870959233,-0.03291222043993053,-0.0005555221674845282,-0.04848441972039767,0.016850026179591374,0.004974715781978571,0.11141349090186302,0.13862746956826383,-0.0763297466524574,0.023079046979546547,0.26219451427459717,-0.018085559830069542,-0.07018871605396271,-0.09854549914598465,0.24843092262744904,-0.06757202744483948,0.12088605761528015,0.030920743942260742,0.17526376247406006,0.1435864269733429,0.15193569660186768
-0.020750171651989693,-0.02417355080575293,0.0016168779085431594,0.016955515862798462,0.03303273528263169,-0.0066307243228875,-0.11835765508654433,-0.0831028975465611,0.07508747168019589,-0.03928293027563129,0.006732920567729192,0.036666213860165754,0.17977070918863494,0.1370281400903817,0.08173167800099099,-0.02178485132753849,-0.08303749561309814,-0.0031591621227562428,-0.16500219702720642,0.1486818641424179,0.03611210733652115,-0.00426472770050168,-0.16895312070846558,0.06288912892341614,0.16458585858345032,0.24713273346424103,-0.07597292214632034
-0.017420259570044873,-0.019907592100330326,0.0030532936411863127,0.015480284747678477,0.03047711990432281,-0.03180934461812876,-0.1574122275086863,-0.0819364980311911,0.01949245032322701,-0.02634792019125019,-0.01265571431948287,0.05597756804695059,0.20652679421119816,0.20767677571624105,-0.02345321824664551,0.058594413101673126,0.353351354598999,-0.0328504741191864,-0.10500150173902512,-0.17969250679016113,0.2174064964056015,-0.03097369521856308,0.06644373387098312,0.07126304507255554,0.24759575724601746,0.06209254264831543,0.09267175942659378
-0.0038435110234683652,-0.01996606539287133,0.000614493387319242,0.019741622698841464,0.02540738158621276,-0.03736196818575524,-0.1648257352264136,-0.10241932826186416,0.02908876773459979,-0.007262006572401683,-0.039943019496479805,0.07602579123461732,0.22545627214927472,0.11482100940624852,0.05395141134847792,0.004969025496393442,0.025599190965294838,-0.05552928149700165,-0.16831856966018677,0.05695424601435661,0.19998282194137573,-0.0008127703331410885,-0.14739541709423065,0.07794702798128128,0.21698471903800964,0.24167925119400024,0.014499509707093239
