sim2sim_base_euler_roll,sim2sim_base_euler_pitch,sim2sim_base_euler_yaw,sim2sim_dof_pos_0,sim2sim_dof_pos_1,sim2sim_dof_pos_2,sim2sim_dof_pos_3,sim2sim_dof_pos_4,sim2sim_dof_pos_5,sim2sim_dof_pos_6,sim2sim_dof_pos_7,sim2sim_dof_pos_8,sim2sim_dof_pos_9,sim2sim_dof_pos_10,sim2sim_dof_pos_11,sim2sim_target_dof_pos_0,sim2sim_target_dof_pos_1,sim2sim_target_dof_pos_2,sim2sim_target_dof_pos_3,sim2sim_target_dof_pos_4,sim2sim_target_dof_pos_5,sim2sim_target_dof_pos_6,sim2sim_target_dof_pos_7,sim2sim_target_dof_pos_8,sim2sim_target_dof_pos_9,sim2sim_target_dof_pos_10,sim2sim_target_dof_pos_11
-1.967283559882326e-05,0.0013089874472836654,0.0004212992369926547,1.92401807066383e-21,3.8174704820590875e-22,6.69150667464187e-21,4.100979070236465e-20,-7.032082979514087e-20,-1.3808884113012468e-19,-2.6499822193597153e-20,-1.955086268211538e-20,8.30558405262149e-21,8.364008331118709e-20,-7.032082979514087e-20,2.5270966353793044e-19,-0.08856870234012604,0.012664861045777798,0.02545381709933281,-0.055668722838163376,0.0691133365035057,0.04362024366855621,0.04749058187007904,-0.015751171857118607,-0.002731251996010542,-0.026743516325950623,-0.06380681693553925,0.026646427810192108
0.0011043091225854467,0.01795696304739787,0.01935762659058426,-0.019921781871370448,-0.004883260857465735,-0.007280941048284614,-0.019932560093464686,0.02541075253730306,0.02025007820380027,-0.007735813431121703,-0.00797349728302038,-0.01825605262161384,-0.010389346627306048,-0.024255296621772903,0.01498423978463452,0.03545641154050827,0.03403712436556816,0.0076370080932974815,-0.10992943495512009,0.08294735103845596,0.03199314698576927,-0.022198626771569252,0.0007129861041903496,-0.005828703287988901,0.17980369925498962,-0.12851613759994507,0.0043128784745931625
0.02292836861051533,0.003027182327959747,0.014125322869537795,0.03241400205191843,-0.024421576422033305,0.0025252169348181433,-0.08201290306931622,0.0469996801138624,0.005435136966162399,-0.043426938688774376,-0.026589230070704937,-0.0019123109047863417,0.1342261180522861,-0.11533126374214979,0.004988470031206244,0.026732541620731354,0.03394261747598648,0.015814442187547684,-0.1604529321193695,0.035526812076568604,0.05728645622730255,-0.039877749979496,-0.01694248989224434,0.008704894222319126,0.1901455819606781,-0.11606386303901672,0.02201395481824875
0.031978545609170066,-0.005739056704639533,0.009319160476031811,0.05588535492060769,-0.03189976597464325,0.00960820586470781,-0.10124633878627902,0.04957934828060167,0.018064601865264582,-0.043795469198603276,-0.021122365267134832,0.010731040493568926,0.18569433149667106,-0.11097119710103107,0.019193974859889766,0.06044865399599075,0.03164074942469597,0.0017678244039416313,-0.13543131947517395,0.09576059877872467,0.047201819717884064,-0.049400605261325836,-0.00312760379165411,-0.005058716982603073,0.2535288631916046,-0.14570824801921844,0.021797142922878265
0.043131368073708945,0.002788865767439507,0.006387054147905146,0.06071464137396956,-0.03566379405763764,0.012859965102863812,-0.11875146238559948,0.05547093124894821,0.006661996184633344,-0.05455643446864543,-0.016933380553373595,-0.0011389762844205926,0.2329644189526552,-0.1387082519260531,0.020994285051711314,0.07649987936019897,0.0324225090444088,0.004297764040529728,-0.1322227567434311,0.1085401251912117,0.0638231709599495,-0.05545033514499664,-0.009483400732278824,-0.002557286061346531,0.26497939229011536,-0.1369880884885788,0.02321571856737137
0.057556443904487053,0.0030444251490876167,0.008430393042942682,0.06612496788092165,-0.04468109124522609,0.012767258182184611,-0.12790636376182565,0.05702291787294074,0.017390960102361373,-0.04873905539687905,-0.008990075632845578,-0.0030893011738977487,0.2585550764471042,-0.13302033733325921,0.022858587640341755,0.061400480568408966,0.04318390041589737,-0.001170535571873188,-0.14905241131782532,0.12534746527671814,0.059336669743061066,-0.051669128239154816,-0.0033587785437703133,-0.0025378335267305374,0.2881024479866028,-0.1474010944366455,0.019682183861732483
0.07452098193470197,0.012695982731414075,0.013768561670430318,0.05982117520717576,-0.051342443421268355,0.008367130542230164,-0.14153889426534447,0.06714042658839289,0.012034427778978818,-0.05128971974281781,0.00022303789759929116,-0.004205683393623577,0.27616315731452395,-0.14110025533236661,0.020180892969492353,0.09058297425508499,0.03592735528945923,0.0043119145557284355,-0.14020660519599915,0.13164576888084412,0.06314226239919662,-0.07924093306064606,-0.0019243871793150902,-0.014221828430891037,0.3344888985157013,-0.12990564107894897,0.028986480087041855
0.09133204932844055,0.01640812598265971,0.011079552553233509,0.06150648583320862,-0.05598056970443855,0.013495714237737842,-0.15220582779158817,0.07296563209778746,0.015169444282193427,-0.06929458853479091,0.00698843621145997,-0.008580890692919601,0.3160370796828975,-0.1514054043660099,0.01686701912257772,0.06820303946733475,0.039701368659734726,-0.006282071582973003,-0.18289239704608917,0.12991459667682648,0.06481601297855377,-0.06955089420080185,-0.011484304443001747,-0.019025152549147606,0.28503987193107605,-0.09258843958377838,0.018613766878843307
0.09241761968426243,0.01590777916388779,0.015740530940809395,0.06409371792565001,-0.04335437710171986,0.0056020254572582045,-0.17339961662557615,0.08941043432331518,0.023722521070325294,-0.06362273714074947,0.021271115634165717,-0.019505314476323296,0.2917085848009421,-0.13622689068166585,0.008118149112314411,0.07539205998182297,0.014394392259418964,-0.006250469945371151,-0.18345798552036285,0.1147790476679802,0.025457611307501793,-0.07198405265808105,0.0021940888836979866,-0.03342166543006897,0.25358322262763977,-0.055706270039081573,0.000552949495613575
0.08268547648772899,0.023538235685970327,0.01874148862183205,0.056535974242965796,-0.01671150542578945,-0.0018633654028645463,-0.19102992961578927,0.10640776452809547,0.014123752830151956,-0.06637752042120286,0.0474127742635702,-0.03244450231746591,0.26018749170083016,-0.1064300717962602,-0.005315192300602849,0.054773129522800446,0.01164411474019289,-0.015660807490348816,-0.14886954426765442,0.033103831112384796,0.013952254317700863,-0.04350190609693527,-0.03247170150279999,-0.029712434858083725,0.09872503578662872,0.0772358626127243,-0.030567612498998642
0.06276829047333896,0.026725318789233024,0.019036488403079824,0.03743052853331787,0.014242919436751465,-0.00987904865855223,-0.16337520042339793,0.052636594290451935,0.013431911849069243,-0.02559446059678711,0.0855175205007325,-0.04051932173623783,0.14463895889835138,-0.05036145204200933,-0.04595426418764879,-0.008023081347346306,0.023153895512223244,-0.008715224452316761,0.15071634948253632,-0.09000296145677567,-0.009844096377491951,0.023898519575595856,-0.06290320307016373,-0.036877792328596115,-0.03942367434501648,0.061855748295784,-0.07234245538711548
