train_base_euler_roll,train_base_euler_pitch,train_base_euler_yaw,train_dof_pos_0,train_target_dof_pos_0,train_dof_pos_1,train_target_dof_pos_1,train_dof_pos_2,train_target_dof_pos_2,train_dof_pos_3,train_target_dof_pos_3,train_dof_pos_4,train_target_dof_pos_4,train_dof_pos_5,train_target_dof_pos_5,train_dof_pos_6,train_target_dof_pos_6,train_dof_pos_7,train_target_dof_pos_7,train_dof_pos_8,train_target_dof_pos_8,train_dof_pos_9,train_target_dof_pos_9,train_dof_pos_10,train_target_dof_pos_10,train_dof_pos_11,train_target_dof_pos_11
-0.011210918426513672,-0.05179738998413086,0.0689597949385643,0.03166033700108528,0.009330105036497116,0.020063534379005432,0.24826477468013763,-0.010805686004459858,-0.03449174389243126,0.04407713562250137,0.14997577667236328,0.0034030636306852102,0.08387389034032822,0.01898990012705326,0.13444533944129944,-0.031214993447065353,0.05779705196619034,0.04832847788929939,-0.17034903168678284,-0.053536202758550644,0.010953636839985847,0.01486937701702118,0.07278674840927124,0.0028505148366093636,-0.051741402596235275,-0.04818210378289223,-0.0564081072807312
-0.006567955017089844,-0.06524419784545898,0.10302329808473587,0.04085180163383484,0.15727126598358154,0.007758941035717726,0.034682612866163254,-0.03062409535050392,0.02597138099372387,0.04670188948512077,0.044464562088251114,-0.015258947387337685,-0.07107231020927429,0.00674697570502758,-0.06538297981023788,-0.025865579023957253,-0.19018766283988953,0.02462402731180191,-0.19140000641345978,-0.055344171822071075,-0.0015276074409484863,0.041244812309741974,0.03380940109491348,0.02555568516254425,0.04319065436720848,-0.030772991478443146,-0.11216185986995697
-0.02185201644897461,-0.07348489761352539,0.12231100350618362,0.021200362592935562,0.010834181681275368,0.022650081664323807,-0.10623352229595184,-0.024095987901091576,0.047174159437417984,0.11133117973804474,0.21485257148742676,-0.06357112526893616,-0.12591421604156494,-0.010501888580620289,-0.09765703231096268,-0.016063673421740532,-0.033373598009347916,0.02942734956741333,-0.17057140171527863,-0.07632360607385635,0.010072529315948486,0.04873745143413544,-0.10083005577325821,0.039412971585989,0.0738103985786438,-0.031327445060014725,-0.1703357994556427
-0.03992414474487305,-0.0763397216796875,0.12569518387317657,0.00863807275891304,-0.08366060256958008,0.030929062515497208,-0.014811871573328972,-0.02661282755434513,-0.016797225922346115,0.15066127479076385,0.17127937078475952,-0.08293664455413818,-0.07448051869869232,-0.0030121426098048687,-0.03163205087184906,-0.0018446926260367036,0.07580922544002533,0.038389891386032104,-0.11420532315969467,-0.08080321550369263,-0.022456742823123932,0.03698047250509262,-0.021507415920495987,0.040263980627059937,-0.01861497014760971,-0.02253451570868492,-0.1911150962114334
-0.0487523078918457,-0.06997966766357422,0.12862887978553772,-0.0007853338029235601,-0.08257430046796799,0.02603081427514553,0.03178885951638222,-0.027820449322462082,-0.034404557198286057,0.1654234528541565,0.21503594517707825,-0.09480489790439606,-0.0796237662434578,0.006981858052313328,-0.007897263392806053,0.0027441545389592648,0.0544901005923748,0.03378068283200264,-0.1103203296661377,-0.08130160719156265,-0.02046913653612137,0.025867143645882607,-0.039363518357276917,0.04141761735081673,-0.013336827047169209,-0.008800064213573933,-0.18874649703502655
-0.06365537643432617,-0.05781221389770508,0.13660599291324615,-0.029032042250037193,-0.09585832804441452,0.02429509535431862,0.07650935649871826,-0.03570590168237686,-0.0266500785946846,0.2009008824825287,0.24756121635437012,-0.10590527951717377,-0.07846365869045258,0.01777717098593712,0.018731649965047836,0.009480438195168972,0.04117095470428467,0.03363746777176857,-0.05486352741718292,-0.0881996899843216,-0.01009456068277359,0.0017979987896978855,-0.08435323089361191,0.047691233456134796,-0.0010756840929389,0.004423235077410936,-0.14628760516643524
-0.07546615600585938,-0.045647621154785156,0.1364651471376419,-0.04102955386042595,-0.10048100352287292,0.02033495157957077,0.07270237058401108,-0.034284934401512146,-0.022500285878777504,0.21380680799484253,0.15096721053123474,-0.11904110759496689,-0.07131993770599365,0.037727005779743195,0.06539937108755112,0.009612267836928368,0.02430880442261696,0.032455384731292725,-0.018385624513030052,-0.08721482753753662,-0.03487962484359741,-0.010942233726382256,-0.04747166484594345,0.048831067979335785,-0.00982478354126215,0.012498101219534874,-0.06663674116134644
-0.0723419189453125,-0.03495216369628906,0.13127519190311432,-0.021843241527676582,-0.019167019054293633,0.002609232207760215,0.13968130946159363,-0.023529507219791412,-0.03183982893824577,0.17441251873970032,0.02809327282011509,-0.11611146479845047,-0.016942335292696953,0.06262638419866562,0.1501525491476059,-0.0014286590740084648,-0.0004749540239572525,0.0165651123970747,0.04960636794567108,-0.07866325229406357,-0.056360721588134766,0.011841886676847935,0.03824256360530853,0.0030195543076843023,-0.09727364778518677,0.015384534373879433,9.198207408189774e-05
-0.07018089294433594,-0.018216609954833984,0.13026182353496552,-0.013078556396067142,0.09398727864027023,-0.011329704895615578,0.1535934954881668,-0.019475873559713364,-0.0359472818672657,0.13877007365226746,-0.0563640296459198,-0.10572634637355804,0.002067368710413575,0.07556664943695068,0.11058878153562546,-0.007806931156665087,-0.0696670189499855,0.006897739600390196,0.041196346282958984,-0.07644844800233841,-0.03932080790400505,0.013817338272929192,0.12120068073272705,-0.02650396339595318,-0.0940207913517952,-0.0022992962040007114,0.0013961924705654383
-0.05973529815673828,-0.007991790771484375,0.12233443558216095,0.011706575751304626,0.1908251792192459,-0.02948274090886116,0.2291581630706787,-0.007774715777486563,-0.11770374327898026,0.09039204567670822,-0.15713417530059814,-0.0929243415594101,0.015737125650048256,0.08629918843507767,0.2082434445619583,-0.01723785325884819,-0.09406262636184692,-0.003644367214292288,0.05617199093103409,-0.053779274225234985,-0.05555577576160431,0.0383613295853138,0.24062293767929077,-0.0716240331530571,-0.14427852630615234,-0.014238633215427399,0.019486481323838234
-0.03757524490356445,-0.01240396499633789,0.1028267964720726,0.07851903140544891,0.26051783561706543,-0.053736910223960876,0.2793639898300171,0.014746415428817272,-0.18685853481292725,-0.0024492768570780754,-0.16685903072357178,-0.06438373774290085,0.025550000369548798,0.09299159049987793,0.2713547348976135,-0.052538227289915085,-0.1921829730272293,-0.0182361863553524,0.04659909009933472,-0.034843917936086655,-0.047860756516456604,0.14390616118907928,0.30838388204574585,-0.08920949697494507,-0.11815153062343597,-0.008496759459376335,0.031049905344843864
