train_base_euler_roll,train_base_euler_pitch,train_base_euler_yaw,train_dof_pos_0,train_target_dof_pos_0,train_dof_pos_1,train_target_dof_pos_1,train_dof_pos_2,train_target_dof_pos_2,train_dof_pos_3,train_target_dof_pos_3,train_dof_pos_4,train_target_dof_pos_4,train_dof_pos_5,train_target_dof_pos_5,train_dof_pos_6,train_target_dof_pos_6,train_dof_pos_7,train_target_dof_pos_7,train_dof_pos_8,train_target_dof_pos_8,train_dof_pos_9,train_target_dof_pos_9,train_dof_pos_10,train_target_dof_pos_10,train_dof_pos_11,train_target_dof_pos_11
0.03910978138446808,-0.037447452545166016,0.02322581224143505,-0.009235217235982418,-0.03476819023489952,-0.04152408242225647,-0.04952910542488098,0.004577369894832373,0.0037099088076502085,0.048934005200862885,0.057038478553295135,-0.02745475247502327,-0.03959587961435318,0.15000000596046448,0.2760724127292633,-0.018028516322374344,-0.02816617861390114,0.026799893006682396,0.05622730031609535,-0.009577106684446335,-0.01921171322464943,0.029924871399998665,0.04929108917713165,-0.07535077631473541,-0.11732062697410583,0.0009790598414838314,0.001957421191036701
0.040123529732227325,-0.026768207550048828,0.03121030144393444,-0.03986616060137749,-0.014992647804319859,-0.014543494209647179,-0.05658455938100815,0.0010754182003438473,0.009189804084599018,0.02968544140458107,0.065555140376091,-0.016529083251953125,0.0046874647960066795,0.15000000596046448,0.33021193742752075,-0.025766784325242043,-0.08336912095546722,0.026754723861813545,0.04338639974594116,-0.011851674877107143,-0.002809254452586174,0.031644925475120544,-0.01987633667886257,-0.07976554334163666,-0.1423807144165039,0.019346321001648903,0.08293109387159348
0.03665514662861824,-0.037258148193359375,0.025751367211341858,-0.036593418568372726,-0.03907010331749916,0.0041940417140722275,-0.030686233192682266,-0.00575677677989006,0.0020282906480133533,0.02551417239010334,-0.004072720184922218,-0.0163421593606472,-0.014489494264125824,0.15000002086162567,0.36503949761390686,-0.025149518623948097,-0.08461141586303711,0.02926558442413807,0.06039366126060486,-0.009917128831148148,-0.026235420256853104,0.05919044092297554,0.03742910176515579,-0.07713036984205246,-0.16871395707130432,0.030144574120640755,0.08751119673252106
0.02861987054347992,-0.03678083419799805,0.03151392564177513,-0.042492013424634933,-0.028411652892827988,0.010226850397884846,-0.000512201339006424,-0.016006192192435265,-0.0030937117990106344,0.02563931979238987,-0.027946585789322853,0.022630460560321808,-0.017087988555431366,0.14934664964675903,0.3615601658821106,-0.04643925279378891,-0.09420719742774963,0.03000638633966446,0.06812962144613266,-0.018449045717716217,-0.05302632972598076,0.12654340267181396,0.0926465317606926,-0.13257171213626862,-0.1780170500278473,0.059619467705488205,0.08912967145442963
0.028060318902134895,-0.02827930450439453,0.01992598921060562,-0.03388597071170807,-0.008352158591151237,0.01242115069180727,0.021526580676436424,-0.003842355916276574,-0.0076314592733979225,0.025164855644106865,-0.029336152598261833,0.025654464960098267,-0.0005743158981204033,0.14930254220962524,0.3808869421482086,-0.04873090237379074,-0.0956728607416153,0.028543496504426003,0.0640598013997078,-0.022446205839514732,-0.06697829067707062,0.13601325452327728,0.14392323791980743,-0.13990256190299988,-0.16822996735572815,0.06832842528820038,0.08497320115566254
0.031747717410326004,-0.0017061233520507812,0.009645305573940277,-0.03240504860877991,0.02962518483400345,0.011148238554596901,0.055579230189323425,0.008467265404760838,-0.021144069731235504,0.010212386026978493,-0.026065638288855553,0.020212294533848763,0.047829266637563705,0.14940427243709564,0.3549412786960602,-0.06100279092788696,-0.099698007106781,0.02587609365582466,0.0700463131070137,-0.034377165138721466,-0.07334291189908981,0.13305343687534332,0.17633773386478424,-0.14204536378383636,-0.16429230570793152,0.07179516553878784,0.06551104038953781
0.039717160165309906,0.011473305523395538,-0.004781246185302734,-0.0004347563663031906,0.07783689349889755,0.010006347671151161,0.08074866980314255,0.0001112050813389942,-0.04414588212966919,-0.011292574927210808,0.011174319311976433,-0.010867984034121037,0.04006439447402954,0.14981596171855927,0.2634725868701935,-0.06898544728755951,-0.11530756950378418,0.027383988723158836,0.04080093652009964,-0.0618312731385231,-0.07667460292577744,0.14713013172149658,0.16179579496383667,-0.16550205647945404,-0.17292693257331848,0.03828156739473343,0.009838669560849667
0.04047809913754463,0.01822110265493393,-0.005466938018798828,0.013195171020925045,0.08039826154708862,0.016733765602111816,0.06314048916101456,-0.00043868980719707906,-0.04451631009578705,-0.007823791354894638,0.039122819900512695,-0.0351468101143837,0.021468551829457283,0.1487434208393097,0.22708716988563538,-0.07468410581350327,-0.09989570081233978,0.05172228813171387,0.05031895264983177,-0.07167836278676987,-0.07866993546485901,0.15061844885349274,0.15807941555976868,-0.16335619986057281,-0.19404913485050201,0.02410474792122841,-0.04170684888958931
0.04962427169084549,0.006260356865823269,0.014348460361361504,0.03363243117928505,0.12067922949790955,0.01237249094992876,0.07205057144165039,-0.02049407549202442,-0.05556480213999748,0.0037457665894180536,0.06458409875631332,-0.05477136746048927,0.025754913687705994,0.14839474856853485,0.13728569447994232,-0.06592142581939697,-0.12080782651901245,0.068167544901371,0.06891130656003952,-0.0830821618437767,-0.08427105844020844,0.14687120914459229,0.12155070900917053,-0.1781124621629715,-0.18838287889957428,-0.053940072655677795,-0.09810098260641098
0.06868049502372742,-0.004902362823486328,0.029757235199213028,0.04771758243441582,0.055358462035655975,-0.00013281927385833114,0.0683232843875885,-0.0350385382771492,-0.017374446615576744,0.01582222618162632,0.07701127231121063,-0.05917983502149582,-0.0157392006367445,0.14822924137115479,0.06016245484352112,-0.07799605280160904,-0.07289139926433563,0.06773003935813904,0.061529144644737244,-0.08855103701353073,-0.04716351255774498,0.16381627321243286,0.08559158444404602,-0.14790189266204834,-0.18342404067516327,-0.07697909325361252,-0.21972715854644775
